"game","title"
"http://dbpedia.org/resource/Supreme_Ruler_1936","Supreme Ruler 1936"
"http://dbpedia.org/resource/Timemaster","Timemaster"
"http://dbpedia.org/resource/Trial_of_Strength","Trial of Strength"
"http://dbpedia.org/resource/Ponytail_Canasta","Ponytail canasta"
"http://dbpedia.org/resource/Monster_Collection","Monster Collection"
"http://dbpedia.org/resource/Angel_Roleplaying_Game","Angel"
"http://dbpedia.org/resource/Computer_Bismarck","Computer Bismarck"
"http://dbpedia.org/resource/Dawning_Star","Dawning Star"
"http://dbpedia.org/resource/Draconomicon","Draconomicon"
"http://dbpedia.org/resource/Dungeonquest","Dungeonquest"
"http://dbpedia.org/resource/Fantasy_Empires","Fantasy Empires"
"http://dbpedia.org/resource/GURPS_Bio-Tech","GURPS Bio-Tech"
"http://dbpedia.org/resource/Kingdom_Under_Fire:_The_Crusaders","Kingdom Under Fire: The Crusaders"
"http://dbpedia.org/resource/Lexiko","Lexiko"
"http://dbpedia.org/resource/Living_Steel","Living Steel"
"http://dbpedia.org/resource/Macho_Women_with_Guns","Macho Women with Guns"
"http://dbpedia.org/resource/Mechanical_Dream","Mechanical Dream"
"http://dbpedia.org/resource/Star_Riders","Star Riders"
"http://dbpedia.org/resource/TacOps","TacOps"
"http://dbpedia.org/resource/The_Scarlet_Brotherhood","The Scarlet Brotherhood"
"http://dbpedia.org/resource/Thurn_and_Taxis_(board_game)","Thurn and Taxis"
"http://dbpedia.org/resource/TriBond","TriBond"
"http://dbpedia.org/resource/Unisystem","Unisystem"
"http://dbpedia.org/resource/Attack_Vector:_Tactical","Attack Vector: Tactical"
"http://dbpedia.org/resource/GURPS_Shapeshifters","GURPS Shapeshifters"
"http://dbpedia.org/resource/The_Chronicles_of_Ramlar","The Chronicles of Ramlar"
"http://dbpedia.org/resource/Cutthroat:_The_Shadow_Wars","Cutthroat: The Shadow Wars"
"http://dbpedia.org/resource/U.S._Patent_No._1","U.S. Patent No. 1"
"http://dbpedia.org/resource/Animal_Husbandry_(game)","Have You Herd?"
"http://dbpedia.org/resource/Chovgan","Chovgan"
"http://dbpedia.org/resource/Star_Wars_Roleplaying_Game_(Fantasy_Flight_Games)","Star Wars"
"http://dbpedia.org/resource/Four_Fronts","Four Fronts"
"http://dbpedia.org/resource/Four_Fronts","Cuatro Frentes"
"http://dbpedia.org/resource/The_Complete_Book_of_Necromancers","The Complete Book of Necromancers"
"http://dbpedia.org/resource/Cortex_Plus","Cortex System"
"http://dbpedia.org/resource/GURPS_Fantasy_Bestiary","GURPS Fantasy Bestiary"
"http://dbpedia.org/resource/GURPS_Illuminati","GURPS Illuminati"
"http://dbpedia.org/resource/GURPS_Japan","GURPS Japan"
"http://dbpedia.org/resource/GURPS_Wild_Cards","GURPS Wild Cards"
"http://dbpedia.org/resource/Monsterhearts","Monsterhearts"
"http://dbpedia.org/resource/Orcslayer","Orcslayer"
"http://dbpedia.org/resource/Steve_Jackson's_Man_to_Man","Steve Jackson's Man to Man"
"http://dbpedia.org/resource/Apocalypse_World","Apocalypse World"
"http://dbpedia.org/resource/Chess_2:_The_Sequel","Chess 2: The Sequel"
"http://dbpedia.org/resource/Escape_from_New_York_(game)","Escape from New York"
"http://dbpedia.org/resource/GURPS_Aliens","GURPS Aliens"
"http://dbpedia.org/resource/GURPS_Espionage","GURPS Espionage"
"http://dbpedia.org/resource/GURPS_Rogues","GURPS Rogues"
"http://dbpedia.org/resource/GURPS_Super_Scum","GURPS Super Scum"
"http://dbpedia.org/resource/King_of_Tokyo","King of Tokyo"
"http://dbpedia.org/resource/Powered_by_the_Apocalypse","Powered by the Apocalypse"
"http://dbpedia.org/resource/Agricola_(board_game)","Agricola"
"http://dbpedia.org/resource/Alhambra_(board_game)","Alhambra"
"http://dbpedia.org/resource/Arsenal_of_Democracy_(video_game)","Arsenal of Democracy"
"http://dbpedia.org/resource/Caliban_(Arduin_dungeon)","Caliban"
"http://dbpedia.org/resource/Carcassonne_(board_game)","Carcassonne"
"http://dbpedia.org/resource/Changeling:_The_Dreaming","Changeling: The Dreaming"
"http://dbpedia.org/resource/Changeling:_The_Lost","Changeling: The Lost"
"http://dbpedia.org/resource/DragonQuest","DragonQuest"
"http://dbpedia.org/resource/Dreadnought_(naval_wargame)","Dreadnought"
"http://dbpedia.org/resource/Evolution_(card_game)","Evolution. The Origin of Species"
"http://dbpedia.org/resource/Haven:_City_of_Violence","Haven: City of Violence Role-Playing Game"
"http://dbpedia.org/resource/Immortal:_The_Invisible_War","Immortal: The Invisible War"
"http://dbpedia.org/resource/Mage:_The_Awakening","Mage: The Awakening"
"http://dbpedia.org/resource/Mastermind_(board_game)","Mastermind"
"http://dbpedia.org/resource/Over_the_Edge_(game)","Over the Edge"
"http://dbpedia.org/resource/Palladium_Fantasy_Role-Playing_Game","Role-Playing Game"
"http://dbpedia.org/resource/Palladium_Fantasy_Role-Playing_Game","Palladium Fantasy"
"http://dbpedia.org/resource/Pandemonium_(role-playing_game)","Pandemonium"
"http://dbpedia.org/resource/Pay_Day_(board_game)","Pay Day"
"http://dbpedia.org/resource/Pit_(game)","Pit"
"http://dbpedia.org/resource/Pivot_(card_game)","Pivot"
"http://dbpedia.org/resource/Plateau_(game)","Plateau"
"http://dbpedia.org/resource/Shadowrun","Shadowrun"
"http://dbpedia.org/resource/Sorcerer_(role-playing_game)","Sorcerer"
"http://dbpedia.org/resource/Sorry!_(game)","Sorry!"
"http://dbpedia.org/resource/Terrace_(board_game)","Terrace"
"http://dbpedia.org/resource/The_Mechanoid_Invasion","The Mechanoid Invasion"
"http://dbpedia.org/resource/Top_Secret_(role-playing_game)","Top Secret"
"http://dbpedia.org/resource/Twilight_Imperium","Twilight Imperium"
"http://dbpedia.org/resource/Unknown_Armies","Unknown Armies"
"http://dbpedia.org/resource/Viewpoint_(card_game)","Viewpoint"
"http://dbpedia.org/resource/Alquerque","Alquerque"
"http://dbpedia.org/resource/Car_Wars","Car Wars"
"http://dbpedia.org/resource/Chess960","Chess960"
"http://dbpedia.org/resource/Draughts","Draughts"
"http://dbpedia.org/resource/Five_Field_Kono","Five Field Kono"
"http://dbpedia.org/resource/Go_(game)","Go"
"http://dbpedia.org/resource/6_Nimmt!","Take 5! / 6 Nimmt!"
"http://dbpedia.org/resource/Aberrant","Aberrant"
"http://dbpedia.org/resource/Aces_&_Eights:_Shattered_Frontier","Aces & Eights"
"http://dbpedia.org/resource/Bananagrams","Bananagrams"
"http://dbpedia.org/resource/Burosh","Burosh"
"http://dbpedia.org/resource/Cluedo:_Discover_the_Secrets","Cluedo: Discover the Secrets"
"http://dbpedia.org/resource/Commands_&_Colors:_Ancients","Commands & Colors: Ancients"
"http://dbpedia.org/resource/Darwin's_World","Darwin's World"
"http://dbpedia.org/resource/History_of_Chaotic_Trading_Card_Game","Chaotic: Now or Never!"
"http://dbpedia.org/resource/Hollow_Earth_Expedition","Hollow Earth Expedition"
"http://dbpedia.org/resource/Miwin's_dice","Miwin's Dice"
"http://dbpedia.org/resource/Puppetland","Puppetland"
"http://dbpedia.org/resource/Replay_Publishing","Replay Baseball"
"http://dbpedia.org/resource/Tide_of_Iron","Tide of Iron"
"http://dbpedia.org/resource/Man,_Myth_&_Magic_(role-playing_game)","Man, Myth & Magic"
"http://dbpedia.org/resource/Panzer_General","Panzer General"
"http://dbpedia.org/resource/Renju","Renju"
"http://dbpedia.org/resource/DVONN","DVONN"
"http://dbpedia.org/resource/Deadlands","Deadlands"
"http://dbpedia.org/resource/Shut_the_Box","Shut the Box"
"http://dbpedia.org/resource/Fantasy_Hero","Fantasy Hero"
"http://dbpedia.org/resource/Dark_Ages:_Fae","Dark Ages: Fae"
"http://dbpedia.org/resource/Dark_Ages:_Mage","Dark Ages: Mage"
"http://dbpedia.org/resource/Risk:_The_Lord_of_the_Rings_Trilogy_Edition","Risk: The Lord of the Rings Trilogy Edition"
"http://dbpedia.org/resource/Tori_shogi","Tori shogi"
"http://dbpedia.org/resource/Warhammer:_Dark_Omen","Warhammer: Dark Omen"
"http://dbpedia.org/resource/BattleForce","BattleForce"
"http://dbpedia.org/resource/BattleSpace","BattleSpace"
"http://dbpedia.org/resource/BattleTroops","BattleTroops"
"http://dbpedia.org/resource/Buffy_the_Vampire_Slayer_Roleplaying_Game","Buffy the Vampire Slayer"
"http://dbpedia.org/resource/Circular_chess","Circular chess"
"http://dbpedia.org/resource/Daldøs","Daldøs"
"http://dbpedia.org/resource/Death_Heart","Death Heart"
"http://dbpedia.org/resource/GURPS_Planet_of_Adventure","GURPS Planet of Adventure"
"http://dbpedia.org/resource/Monastyr","Monastyr"
"http://dbpedia.org/resource/Rack-O","Rack-O"
"http://dbpedia.org/resource/The_Complete_Book_of_Humanoids","The Complete Book of Humanoids"
"http://dbpedia.org/resource/The_Succession_Wars","The Succession Wars"
"http://dbpedia.org/resource/Café_International","Café International"
"http://dbpedia.org/resource/Malefiz","Malefiz (Barricade)"
"http://dbpedia.org/resource/Around_the_World_in_80_Days_(game)","Around the World in 80 Days"
"http://dbpedia.org/resource/Um_Reifenbreite","Um Reifenbreite"
"http://dbpedia.org/resource/Charmed_board_games","Charmed: The Book of Shadows"
"http://dbpedia.org/resource/Charmed_board_games","Charmed: The Power of Three"
"http://dbpedia.org/resource/Charmed_board_games","Charmed: The Prophecy"
"http://dbpedia.org/resource/Charmed_board_games","Charmed: The Source"
"http://dbpedia.org/resource/Don't_Miss_The_Boat","Don't Miss The Boat"
"http://dbpedia.org/resource/Go_to_the_Head_of_the_Class","Go to the Head of the Class"
"http://dbpedia.org/resource/Wide_World","Wide World"
"http://dbpedia.org/resource/Connect_4x4","Connect 4x4"
"http://dbpedia.org/resource/Live-action_game","Live-Action Gaming"
"http://dbpedia.org/resource/Pub_Golf","Pub Golf"
"http://dbpedia.org/resource/The_Squared_Circle","The Squared Circle"
"http://dbpedia.org/resource/V_for_Victory:_D-Day_Utah_Beach","V for Victory: D-Day Utah Beach"
"http://dbpedia.org/resource/Camel_Up","Camel Up"
"http://dbpedia.org/resource/Franciscan_Ceramics","Franciscan Ceramics, Inc."
"http://dbpedia.org/resource/Loaded_Questions_(game)","Loaded Questions"
"http://dbpedia.org/resource/ISOTX__Iron_Grip:_Lords_of_War__1","Iron Grip: Lords of War"
"http://dbpedia.org/resource/Narro","Narro"
"http://dbpedia.org/resource/Switch_16","Switch 16"
"http://dbpedia.org/resource/Advanced_Squad_Leader","Advanced Squad Leader"
"http://dbpedia.org/resource/Bang!_(card_game)","Bang!"
"http://dbpedia.org/resource/Cavaliers_and_Roundheads","Cavaliers and Roundheads"
"http://dbpedia.org/resource/Chandragupta_(board_game)","Chandragupta"
"http://dbpedia.org/resource/Cluedo","Clue/Cluedo"
"http://dbpedia.org/resource/Continuum_(role-playing_game)","C°ntinuum"
"http://dbpedia.org/resource/Drakar_och_Demoner","Drakar och Demoner"
"http://dbpedia.org/resource/Epic_(game)","Epic"
"http://dbpedia.org/resource/HDL_System","HDL Universal Tactical Role-playing System"
"http://dbpedia.org/resource/Halcyon_(role-playing_game)","Halcyon Player Handbook"
"http://dbpedia.org/resource/Hex_(board_game)","Hex"
"http://dbpedia.org/resource/Hijara","Hijara (board game)"
"http://dbpedia.org/resource/Hol_(role-playing_game)","HoL: Human Occupied Landfill"
"http://dbpedia.org/resource/Hungry_Hungry_Hippos","Hungry Hungry Hippos"
"http://dbpedia.org/resource/Jungle_(board_game)","Jungle"
"http://dbpedia.org/resource/Killer:_The_Game_of_Assassination","Killer: The Game of Assassination"
"http://dbpedia.org/resource/King_of_the_Hill_(board_game)","King of the Hill"
"http://dbpedia.org/resource/Kingdoms_(board_game)","Kingdoms"
"http://dbpedia.org/resource/Monster_Manual","Monster Manual"
"http://dbpedia.org/resource/Nemesis_(role-playing_game)","Nemesis"
"http://dbpedia.org/resource/Nine_Men's_Morris","Nine Men's Morris"
"http://dbpedia.org/resource/Pantheon_(role-playing_game)","Pantheon and other Roleplaying Games"
"http://dbpedia.org/resource/Qin_(board_game)","Qin"
"http://dbpedia.org/resource/SLA_Industries","SLA Industries"
"http://dbpedia.org/resource/The_Pool_(game)","The Pool"
"http://dbpedia.org/resource/Titan_(game)","Titan"
"http://dbpedia.org/resource/Twilight_Struggle","Twilight Struggle"
"http://dbpedia.org/resource/Underground_(role-playing_game)","Underground"
"http://dbpedia.org/resource/Lost_Treasure_(board_game)","Lost Treasure"
"http://dbpedia.org/resource/Silent_Football","Silent football"
"http://dbpedia.org/resource/Malarky","Malarky"
"http://dbpedia.org/resource/Nexus:_The_Infinite_City","Nexus: the Imaginary city"
"http://dbpedia.org/resource/Trail_of_Cthulhu","Trail of Cthulhu"
"http://dbpedia.org/resource/The_Castles_of_Burgundy","The Castles of Burgundy"
"http://dbpedia.org/resource/Apples_to_Apples","Apples to Apples"
"http://dbpedia.org/resource/Arimaa","Arimaa"
"http://dbpedia.org/resource/Battlefleet_Gothic","Battlefleet Gothic"
"http://dbpedia.org/resource/Champions_(role-playing_game)","Champions"
"http://dbpedia.org/resource/Exalted","Exalted"
"http://dbpedia.org/resource/GURPS_Cyberpunk","GURPS Cyberpunk"
"http://dbpedia.org/resource/HackMaster","HackMaster"
"http://dbpedia.org/resource/Heroes_Unlimited","Heroes Unlimited"
"http://dbpedia.org/resource/HârnMaster","HârnMaster"
"http://dbpedia.org/resource/Ironclaw","Ironclaw"
"http://dbpedia.org/resource/Ironclaw","Ironclaw: Squaring the Circle"
"http://dbpedia.org/resource/Jadeclaw","Jadeclaw"
"http://dbpedia.org/resource/Rifts_(role-playing_game)","Rifts"
"http://dbpedia.org/resource/Rêve:_the_Dream_Ouroboros","Rêve: the Dream Ouroboros"
"http://dbpedia.org/resource/Taboo_(game)","Taboo"
"http://dbpedia.org/resource/The_Dark_Eye","The Dark Eye"
"http://dbpedia.org/resource/The_Lord_of_the_Rings_Roleplaying_Game","The Lord of the Rings Roleplaying Game"
"http://dbpedia.org/resource/The_Whispering_Vault","The Whispering Vault"
"http://dbpedia.org/resource/Transhuman_Space","Transhuman Space"
"http://dbpedia.org/resource/Universalis","Universalis"
"http://dbpedia.org/resource/Wraith:_The_Oblivion","Wraith: The Oblivion"
"http://dbpedia.org/resource/YINSH","YINSH"
"http://dbpedia.org/resource/All_Flesh_Must_Be_Eaten","All Flesh Must Be Eaten"
"http://dbpedia.org/resource/Deadlands:_Hell_on_Earth","Deadlands: Hell on Earth"
"http://dbpedia.org/resource/Deadlands:_Lost_Colony","Deadlands: Lost Colony"
"http://dbpedia.org/resource/Mekton","Mekton"
"http://dbpedia.org/resource/Samurai_(board_game)","Samurai"
"http://dbpedia.org/resource/Talislanta","Talislanta"
"http://dbpedia.org/resource/Atmosfear_(series)","Atmosfear series"
"http://dbpedia.org/resource/Axis_&_Allies:_D-Day","Axis & Allies: D-Day"
"http://dbpedia.org/resource/Axis_&_Allies:_Europe","Axis & Allies: Europe"
"http://dbpedia.org/resource/Babylon_5_Wars","Babylon 5 Wars"
"http://dbpedia.org/resource/Classic_BattleTech","BattleTech"
"http://dbpedia.org/resource/Combat_Mission:_Beyond_Overlord","Combat Mission: Beyond Overlord"
"http://dbpedia.org/resource/Conquest_of_the_Empire","Conquest of the Empire"
"http://dbpedia.org/resource/Delta_Green","Delta Green"
"http://dbpedia.org/resource/Formula_D_(board_game)","Formula D / Formula Dé"
"http://dbpedia.org/resource/Four_square","Four square"
"http://dbpedia.org/resource/Gogo's_Crazy_Bones","Gogo's Crazy Bones"
"http://dbpedia.org/resource/In_Nomine_(role-playing_game)","In Nomine"
"http://dbpedia.org/resource/Killer_Bunnies_and_the_Quest_for_the_Magic_Carrot","Killer Bunnies"
"http://dbpedia.org/resource/Killer_Bunnies_and_the_Quest_for_the_Magic_Carrot","and the Quest for the Magic Carrot"
"http://dbpedia.org/resource/Necromunda","Necromunda"
"http://dbpedia.org/resource/Nobilis","Nobilis"
"http://dbpedia.org/resource/Forgotten_Realms",
"http://dbpedia.org/resource/Hide-and-seek",
"http://dbpedia.org/resource/Quiz_bowl",
"http://dbpedia.org/resource/Scotland_Yard_(board_game)",
"http://dbpedia.org/resource/Trivial_Pursuit",
"http://dbpedia.org/resource/Upwords",
"http://dbpedia.org/resource/A_World_At_War",
"http://dbpedia.org/resource/Battle_Cry_(game)",
"http://dbpedia.org/resource/Caylus",
"http://dbpedia.org/resource/Divine_Right_(game)",
"http://dbpedia.org/resource/Escape_from_Colditz",
"http://dbpedia.org/resource/G.E.V.",
"http://dbpedia.org/resource/Gorkamorka",
"http://dbpedia.org/resource/Once_Upon_a_Time_(game)",
"http://dbpedia.org/resource/Panzer_Leader_(game)",
"http://dbpedia.org/resource/Square_Mile_(board_game)",
"http://dbpedia.org/resource/Tactics_(game)",
"http://dbpedia.org/resource/Up_Front",
"http://dbpedia.org/resource/Army_of_Zero",
"http://dbpedia.org/resource/Malifaux",
"http://dbpedia.org/resource/Victoria_II",
"http://dbpedia.org/resource/Glasnost_The_Game",
"http://dbpedia.org/resource/Gloom_(card_game)",
"http://dbpedia.org/resource/Space_Marines_(wargame)",
"http://dbpedia.org/resource/Risk_2210_A.D.",
"http://dbpedia.org/resource/Federation_and_Empire",
"http://dbpedia.org/resource/Battlestar_Galactica_Collectible_Card_Game",
"http://dbpedia.org/resource/Coppit",
"http://dbpedia.org/resource/Dreamspell",
"http://dbpedia.org/resource/ReCharge_Collectible_Card_Game",
"http://dbpedia.org/resource/TZAAR",
"http://dbpedia.org/resource/X-Men_Trading_Card_Game",
"http://dbpedia.org/resource/Storm_Over_Arnhem",
"http://dbpedia.org/resource/Basilinda",
"http://dbpedia.org/resource/Kroll_&_Prumni",
"http://dbpedia.org/resource/AT-43",
"http://dbpedia.org/resource/Conan_Collectible_Card_Game",
"http://dbpedia.org/resource/Robotech_Collectible_Card_Game",
"http://dbpedia.org/resource/Vegas_Showdown",
"http://dbpedia.org/resource/Acámbaro_figures",
"http://dbpedia.org/resource/Crosstrack",
"http://dbpedia.org/resource/Dreamblade",
"http://dbpedia.org/resource/NBA_Showdown",
"http://dbpedia.org/resource/Pimp:_The_Backhanding",
"http://dbpedia.org/resource/Starfarers_of_Catan",
"http://dbpedia.org/resource/Starship_Troopers:_The_Miniatures_Game",
"http://dbpedia.org/resource/The_Spoils_(card_game)",
"http://dbpedia.org/resource/Babylon_5_Collectible_Card_Game",
"http://dbpedia.org/resource/Mordheim",
"http://dbpedia.org/resource/Give_Me_the_Brain",
"http://dbpedia.org/resource/Battlelords",
"http://dbpedia.org/resource/Doomtown",
"http://dbpedia.org/resource/Space_Hulk",
"http://dbpedia.org/resource/Fight_Klub",
"http://dbpedia.org/resource/Ponte_del_Diavolo_(game)",
"http://dbpedia.org/resource/Sector_41",
"http://dbpedia.org/resource/Fantasy_wargame",
"http://dbpedia.org/resource/Icing_(game)",
"http://dbpedia.org/resource/Tank_Battle",
"http://dbpedia.org/resource/BoardSpace.net",
"http://dbpedia.org/resource/Diaballik",
"http://dbpedia.org/resource/Dreadfleet",
"http://dbpedia.org/resource/Straw_(card_game)",
"http://dbpedia.org/resource/Atlanta_(board_game)",
"http://dbpedia.org/resource/Gammarauders",
"http://dbpedia.org/resource/Close_Action",
"http://dbpedia.org/resource/Ani-Mayhem",
"http://dbpedia.org/resource/Anti-Monopoly",
"http://dbpedia.org/resource/Aquarius_(game)",
"http://dbpedia.org/resource/Arcadia_(card_game)",
"http://dbpedia.org/resource/Armies_of_Arcana",
"http://dbpedia.org/resource/Chancellorsville_(game)",
"http://dbpedia.org/resource/Civilization_(1980_board_game)",
"http://dbpedia.org/resource/Civilization_(2010_board_game)",
"http://dbpedia.org/resource/Combat_Assault_Vehicle",
"http://dbpedia.org/resource/Demon's_Lair",
"http://dbpedia.org/resource/Empire_Classic",
"http://dbpedia.org/resource/GridIron_Master",
"http://dbpedia.org/resource/Gridiron_(card_game)",
"http://dbpedia.org/resource/Leela_(game)",
"http://dbpedia.org/resource/Monopoly:_The_Card_Game",
"http://dbpedia.org/resource/Monopoly_Deal",
"http://dbpedia.org/resource/Monopoly_Junior",
"http://dbpedia.org/resource/Mythos_(card_game)",
"http://dbpedia.org/resource/Ra_(board_game)",
"http://dbpedia.org/resource/Rage_(collectible_card_game)",
"http://dbpedia.org/resource/Redemption_(card_game)",
"http://dbpedia.org/resource/Sluggy_Freelance",
"http://dbpedia.org/resource/Splatbook",
"http://dbpedia.org/resource/Tag_(game)",
"http://dbpedia.org/resource/Test_Match_(board_game)",
"http://dbpedia.org/resource/The_Game_of_Cootie",
"http://dbpedia.org/resource/Vampire:_The_Eternal_Struggle",
"http://dbpedia.org/resource/Vampire:_The_Requiem",
"http://dbpedia.org/resource/Vampire_(card_game)",
"http://dbpedia.org/resource/Vinci_(board_game)",
"http://dbpedia.org/resource/Wing_Commander_(franchise)",
"http://dbpedia.org/resource/Hazard_(game)",
"http://dbpedia.org/resource/Tigris_and_Euphrates",
"http://dbpedia.org/resource/Border_Reivers_(game)",
"http://dbpedia.org/resource/Fairy_Tale_(game)",
"http://dbpedia.org/resource/Hordes_of_the_Things_(wargame)",
"http://dbpedia.org/resource/Iron_Dragon_(board_game)",
"http://dbpedia.org/resource/On_the_Edge_(game)",
"http://dbpedia.org/resource/Pandemic_(board_game)",
"http://dbpedia.org/resource/Ranger:_Simulation_of_Modern_Patrolling_Operations",
"http://dbpedia.org/resource/Starship_Troopers_(board_wargame)",
"http://dbpedia.org/resource/The_Clinic_(game)",
"http://dbpedia.org/resource/Third_Reich/Great_Pacific_War_series",
"http://dbpedia.org/resource/Tiers",
"http://dbpedia.org/resource/War_of_the_Ring_(SPI_game)",
"http://dbpedia.org/resource/Wyvern_(card_game)",
"http://dbpedia.org/resource/Cosmic_Encounter",
"http://dbpedia.org/resource/Fast_Food_Franchise",
"http://dbpedia.org/resource/Girl_Genius:_The_Works",
"http://dbpedia.org/resource/Morabaraba",
"http://dbpedia.org/resource/Spectrangle",
"http://dbpedia.org/resource/The_London_Game",
"http://dbpedia.org/resource/WildStorms:_The_Expandable_Super-Hero_Card_Game",
"http://dbpedia.org/resource/Across_Suez",
"http://dbpedia.org/resource/Disk_Wars",
"http://dbpedia.org/resource/Giog",
"http://dbpedia.org/resource/Indiana_Jones_and_the_Tomb_of_the_Templars",
"http://dbpedia.org/resource/Infinite_Armies",
"http://dbpedia.org/resource/The_X-Files_Collectible_Card_Game",
"http://dbpedia.org/resource/Man-to-man_wargame",
"http://dbpedia.org/resource/Rise_and_Decline_of_the_Third_Reich",
"http://dbpedia.org/resource/Kamisado",
"http://dbpedia.org/resource/Lagori",
"http://dbpedia.org/resource/Afrika_Korps_(game)",
"http://dbpedia.org/resource/Air_Assault_on_Crete",
"http://dbpedia.org/resource/QAGS",
"http://dbpedia.org/resource/Panzer_Command_(board_game)",
"http://dbpedia.org/resource/Advanced_European_Theater_of_Operations",
"http://dbpedia.org/resource/Catan:_Cities_&_Knights",
"http://dbpedia.org/resource/Elfenland",
"http://dbpedia.org/resource/Illuminati:_New_World_Order",
"http://dbpedia.org/resource/Java_(board_game)",
"http://dbpedia.org/resource/Mahjong",
"http://dbpedia.org/resource/Musical_chairs",
"http://dbpedia.org/resource/Nomic",
"http://dbpedia.org/resource/Rock–paper–scissors",
"http://dbpedia.org/resource/Avatar:_The_Last_Airbender_Trading_Card_Game",
"http://dbpedia.org/resource/Beowulf:_The_Legend",
"http://dbpedia.org/resource/Brass_(board_game)",
"http://dbpedia.org/resource/Crossfire_(board_game)",
"http://dbpedia.org/resource/Crossfire_(miniatures_game)",
"http://dbpedia.org/resource/Fluxx",
"http://dbpedia.org/resource/Imperium_(PBEM_game)",
"http://dbpedia.org/resource/Imperium_(board_game)",
"http://dbpedia.org/resource/LOGOS_cards",
"http://dbpedia.org/resource/Legend_of_the_Five_Rings_(collectible_card_game)",
"http://dbpedia.org/resource/Marvel_Super_Heroes_Adventure_Game",
"http://dbpedia.org/resource/Munchkin_(card_game)",
"http://dbpedia.org/resource/Ogre_(game)",
"http://dbpedia.org/resource/Pathfinder_Roleplaying_Game",
"http://dbpedia.org/resource/Saint_Petersburg_(board_game)",
"http://dbpedia.org/resource/Sports_table_football",
"http://dbpedia.org/resource/Striker_(miniatures_game)",
"http://dbpedia.org/resource/Taj_Mahal_(board_game)",
"http://dbpedia.org/resource/Universal_Fighting_System",
"http://dbpedia.org/resource/WarCry_(game)",
"http://dbpedia.org/resource/Warhammer_Quest",
"http://dbpedia.org/resource/Warlords_(card_game)",
"http://dbpedia.org/resource/White_Bear_and_Red_Moon",
"http://dbpedia.org/resource/Zombies!!!",
"http://dbpedia.org/resource/Baseball_(drinking_game)",
"http://dbpedia.org/resource/Blitzkrieg_(game)",
"http://dbpedia.org/resource/Capture_the_flag",
"http://dbpedia.org/resource/Corporation_(role_playing_game)",
"http://dbpedia.org/resource/Family_Business_(game)",
"http://dbpedia.org/resource/Grunt_(board_wargame)",
"http://dbpedia.org/resource/It's_Alive!_(card_game)",
"http://dbpedia.org/resource/Kingmaker_(board_game)",
"http://dbpedia.org/resource/Showdown_(game)",
"http://dbpedia.org/resource/Tak_(game)",
"http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Card_Game",
"http://dbpedia.org/resource/The_Operational_Art_of_War",
"http://dbpedia.org/resource/All_at_Sea_(ruleset)",
"http://dbpedia.org/resource/Credo_(card_game)",
"http://dbpedia.org/resource/El_Grande",
"http://dbpedia.org/resource/Feudal_(game)",
"http://dbpedia.org/resource/Junta_(game)",
"http://dbpedia.org/resource/Ludus_latrunculorum",
"http://dbpedia.org/resource/Pez_Card_Game",
"http://dbpedia.org/resource/Sailor_Moon_Collectible_Card_Game",
"http://dbpedia.org/resource/Terrible_Swift_Sword_(game)",
"http://dbpedia.org/resource/Dragon_Ball_Collectible_Card_Game",
"http://dbpedia.org/resource/No_Thanks!_(game)",
"http://dbpedia.org/resource/Battle_of_the_Bulge_(1991_game)",
"http://dbpedia.org/resource/Empire_Builder_(board_game)",
"http://dbpedia.org/resource/Gettysburg_(game)",
"http://dbpedia.org/resource/SPQR_(board_game)",
"http://dbpedia.org/resource/The_Game_(mind_game)",
"http://dbpedia.org/resource/Anachronism_(game)",
"http://dbpedia.org/resource/Flip_cup",
"http://dbpedia.org/resource/Beer_distribution_game",
"http://dbpedia.org/resource/Before_I_Kill_You,_Mr._Bond",
"http://dbpedia.org/resource/Couch_of_Power",
"http://dbpedia.org/resource/Fun_House_(U.S._game_show)__Fun_House__1",
"http://dbpedia.org/resource/Greyhawk_Wars_(game)",
"http://dbpedia.org/resource/MLB_Showdown",
"http://dbpedia.org/resource/Mr._Bucket",
"http://dbpedia.org/resource/Orkworld",
"http://dbpedia.org/resource/OverPower",
"http://dbpedia.org/resource/Squad_Leader",
"http://dbpedia.org/resource/Villa_Paletti",
"http://dbpedia.org/resource/Ætherverse",
"http://dbpedia.org/resource/Napoleon_in_Europe_(game)",
"http://dbpedia.org/resource/Battlesystem",
"http://dbpedia.org/resource/Inazuma_Eleven_TCG",
"http://dbpedia.org/resource/Codex_card_game",
"http://dbpedia.org/resource/Freedom:_The_Underground_Railroad",
"http://dbpedia.org/resource/Havok_&_Hijinks",
"http://dbpedia.org/resource/The_Adventures_of_Indiana_Jones_Role-Playing_Game",
"http://dbpedia.org/resource/The_World_of_Indiana_Jones",
"http://dbpedia.org/resource/9th_Generation",
"http://dbpedia.org/resource/Aye,_Dark_Overlord!",
"http://dbpedia.org/resource/Crime_Fighter",
"http://dbpedia.org/resource/Freespace_Fest",
"http://dbpedia.org/resource/Night_of_the_Ninja_(role-playing_game)",
"http://dbpedia.org/resource/Stay_Away!",
"http://dbpedia.org/resource/Catch_Phrase_(game)",
"http://dbpedia.org/resource/FITS_(board_game)",
"http://dbpedia.org/resource/Pueblo_(game)",
